"id","value","length","source"
"805","indikasi","8","bisnis-004"
"806","sektor","6","bisnis-004"
"807","keuangan","8","bisnis-004"
"808","belum","5","bisnis-004"
"809","terjadi","7","bisnis-004"
"810","efisiensi","9","bisnis-004"
"811","secara","6","bisnis-004"
"812","maksimal","8","bisnis-004"
"813","kata","4","bisnis-004"
"814","mulya","5","bisnis-004"
"815","saat","4","bisnis-004"
"816","konferensi","10","bisnis-004"
"817","pers","4","bisnis-004"
"818","bankers","7","bisnis-004"
"819","dinner","6","bisnis-004"
"820","gedung","6","bisnis-004"
"821","bank","4","bisnis-004"
"822","indonesia","9","bisnis-004"
"823","jakarta","7","bisnis-004"
"824","jumat","5","bisnis-004"
"825","menurut","7","bisnis-004"
"826","mulya","5","bisnis-004"
"827","sektor","6","bisnis-004"
"828","keuangan","8","bisnis-004"
"829","masyarakat","10","bisnis-004"
"830","indonesia","9","bisnis-004"
"831","secara","6","bisnis-004"
"832","umum","4","bisnis-004"
"833","akan","4","bisnis-004"
"834","menghadapi","10","bisnis-004"
"835","masyarakat","10","bisnis-004"
"836","ekonomi","7","bisnis-004"
"837","asean","5","bisnis-004"
"838","pada","4","bisnis-004"
"839","integrasi","9","bisnis-004"
"840","sektor","6","bisnis-004"
"841","keuangan","8","bisnis-004"
"842","untuk","5","bisnis-004"
"843","menyambut","9","bisnis-004"
"844","hal","3","bisnis-004"
"845","tersebut","8","bisnis-004"
"846","sektor","6","bisnis-004"
"847","keuangan","8","bisnis-004"
"848","harus","5","bisnis-004"
"849","bisa","4","bisnis-004"
"850","bersaing","8","bisnis-004"
"851","tingkat","7","bisnis-004"
"852","regional","8","bisnis-004"
"853","global","6","bisnis-004"
"854","salah","5","bisnis-004"
"855","satu","4","bisnis-004"
"856","pekerjaan","9","bisnis-004"
"857","rumah","5","bisnis-004"
"858","yang","4","bisnis-004"
"859","harus","5","bisnis-004"
"860","segera","6","bisnis-004"
"861","diselesaikan","12","bisnis-004"
"862","adalah","6","bisnis-004"
"863","menyiapkan","10","bisnis-004"
"864","industri","8","bisnis-004"
"865","sektor","6","bisnis-004"
"866","keuangan","8","bisnis-004"
"867","agar","4","bisnis-004"
"868","bisa","4","bisnis-004"
"869","bersaing","8","bisnis-004"
"870","regional","8","bisnis-004"
"871","maupun","6","bisnis-004"
"872","global","6","bisnis-004"
"873","memang","6","bisnis-004"
"874","kuncinya","8","bisnis-004"
"875","adalah","6","bisnis-004"
"876","efisiensi","9","bisnis-004"
"877","katanya","7","bisnis-004"
"878","apalagi","7","bisnis-004"
"879","kondisi","7","bisnis-004"
"880","perekonomian","12","bisnis-004"
"881","global","6","bisnis-004"
"882","saat","4","bisnis-004"
"883","masih","5","bisnis-004"
"884","belum","5","bisnis-004"
"885","menentu","7","bisnis-004"
"886","masih","5","bisnis-004"
"887","kemungkinan","11","bisnis-004"
"888","krisis","6","bisnis-004"
"889","akan","4","bisnis-004"
"890","kembali","7","bisnis-004"
"891","namun","5","bisnis-004"
"892","untuk","5","bisnis-004"
"893","mengantisipasi","14","bisnis-004"
"894","sektor","6","bisnis-004"
"895","keuangan","8","bisnis-004"
"896","dinilai","7","bisnis-004"
"897","harus","5","bisnis-004"
"898","memiliki","8","bisnis-004"
"899","cara","4","bisnis-004"
"900","khusus","6","bisnis-004"
"901","yaitu","5","bisnis-004"
"902","efisiensi","9","bisnis-004"
"903","sektor","6","bisnis-004"
"904","keuangan","8","bisnis-004"
"905","nantinya","8","bisnis-004"
"906","harus","5","bisnis-004"
"907","efisiensi","9","bisnis-004"
"908","teknologi","9","bisnis-004"
"909","sumber","6","bisnis-004"
"910","daya","4","bisnis-004"
"911","manusia","7","bisnis-004"
"912","soalnya","7","bisnis-004"
"913","akan","4","bisnis-004"
"914","berdampak","9","bisnis-004"
"915","perekonomian","12","bisnis-004"
"916","indonesia","9","bisnis-004"
"917","tambahnya","9","bisnis-004"
"918","ekonomi","7","bisnis-005"
"919","indonesia","9","bisnis-005"
"920","tertinggi","9","bisnis-005"
"921","dunia","5","bisnis-005"
"922","jumat","5","bisnis-005"
"923","november","8","bisnis-005"
"924","bank","4","bisnis-005"
"925","indonesia","9","bisnis-005"
"926","menilai","7","bisnis-005"
"927","ekonomi","7","bisnis-005"
"928","indonesia","9","bisnis-005"
"929","selama","6","bisnis-005"
"930","delapan","7","bisnis-005"
"931","tahun","5","bisnis-005"
"932","terakhir","8","bisnis-005"
"933","telah","5","bisnis-005"
"934","tumbuh","6","bisnis-005"
"935","rata-rata","9","bisnis-005"
"936","sekitar","7","bisnis-005"
"937","persen","6","bisnis-005"
"938","tahun","5","bisnis-005"
"939","nilai","5","bisnis-005"
"940","tersebut","8","bisnis-005"
"941","merupakan","9","bisnis-005"
"942","salah","5","bisnis-005"
"943","satu","4","bisnis-005"
"944","yang","4","bisnis-005"
"945","tertinggi","9","bisnis-005"
"946","dunia","5","bisnis-005"
"947","meski","5","bisnis-005"
"948","tengah","6","bisnis-005"
"949","ketidakpastian","14","bisnis-005"
"950","global","6","bisnis-005"
"951","pertumbuhan","11","bisnis-005"
"952","ekonomi","7","bisnis-005"
"953","indonesia","9","bisnis-005"
"954","merupakan","9","bisnis-005"
"955","salah","5","bisnis-005"
"956","satu","4","bisnis-005"
"957","yang","4","bisnis-005"
"958","tertinggi","9","bisnis-005"
"959","dunia","5","bisnis-005"
"960","kata","4","bisnis-005"
"961","gubernur","8","bisnis-005"
"962","darmin","6","bisnis-005"
"963","nasution","8","bisnis-005"
"964","saat","4","bisnis-005"
"965","memberikan","10","bisnis-005"
"966","sambutan","8","bisnis-005"
"967","bankers","7","bisnis-005"
"968","dinner","6","bisnis-005"
"969","menuju","6","bisnis-005"
"970","pertumbuhan","11","bisnis-005"
"971","berkesinambungan","16","bisnis-005"
"972","inklusif","8","bisnis-005"
"973","tantangan","9","bisnis-005"
"974","tengah","6","bisnis-005"
"975","gejolak","7","bisnis-005"
"976","global","6","bisnis-005"
"977","gedung","6","bisnis-005"
"978","jakarta","7","bisnis-005"
"979","jumat","5","bisnis-005"
"980","menurut","7","bisnis-005"
"981","darmin","6","bisnis-005"
"982","indonesia","9","bisnis-005"
"983","memang","6","bisnis-005"
"984","masih","5","bisnis-005"
"985","dibayangi","9","bisnis-005"
"986","oleh","4","bisnis-005"
"987","kelesuan","8","bisnis-005"
"988","berkepanjangan","14","bisnis-005"
"989","negara","6","bisnis-005"
"990","maju","4","bisnis-005"
"991","namun","5","bisnis-005"
"992","indonesia","9","bisnis-005"
"993","masih","5","bisnis-005"
"994","ditopang","8","bisnis-005"
"995","oleh","4","bisnis-005"
"996","meningkatnya","12","bisnis-005"
"997","kelompok","8","bisnis-005"
"998","kelas","5","bisnis-005"
"999","menengah","8","bisnis-005"
"1000","yang","4","bisnis-005"
"1001","terus","5","bisnis-005"
"1002","menguat","7","bisnis-005"
"1003","sehingga","8","bisnis-005"
"1004","tersebut","8","bisnis-005"
"1005","akan","4","bisnis-005"
"1006","memperkaya","10","bisnis-005"
"1007","keragaman","9","bisnis-005"
"1008","basis","5","bisnis-005"
"1009","permintaan","10","bisnis-005"
"1010","barang","6","bisnis-005"
"1011","jasa","4","bisnis-005"
"1012","pasar","5","bisnis-005"
"1013","domestik","8","bisnis-005"
"1014","tersebut","8","bisnis-005"
"1015","secara","6","bisnis-005"
"1016","persisten","9","bisnis-005"
"1017","menopang","8","bisnis-005"
"1018","ekspansi","8","bisnis-005"
"1019","perekonomian","12","bisnis-005"
"1020","jelasnya","8","bisnis-005"
"1021","bila","4","bisnis-005"
"1022","dibanding","9","bisnis-005"
"1023","dengan","6","bisnis-005"
"1024","negara","6","bisnis-005"
"1025","regional","8","bisnis-005"
"1026","pertumbuhan","11","bisnis-005"
"1027","ekonomi","7","bisnis-005"
"1028","indonesia","9","bisnis-005"
"1029","dibanding","9","bisnis-005"
"1030","negara","6","bisnis-005"
"1031","sekawasan","9","bisnis-005"
"1032","pada","4","bisnis-005"
"1033","hingga","6","bisnis-005"
"1034","memang","6","bisnis-005"
"1035","lebih","5","bisnis-005"
"1036","tinggi","6","bisnis-005"
"1037","china","5","bisnis-005"
"1038","masih","5","bisnis-005"
"1039","memimpin","8","bisnis-005"
"1040","pertumbuhan","11","bisnis-005"
"1041","dengan","6","bisnis-005"
"1042","rata-rata","9","bisnis-005"
"1043","persen","6","bisnis-005"
"1044","malaysia","8","bisnis-005"
"1045","persen","6","bisnis-005"
"1046","filipina","8","bisnis-005"
"1047","persen","6","bisnis-005"
"1048","singapura","9","bisnis-005"
"1049","persen","6","bisnis-005"
"1050","thailand","8","bisnis-005"
"1051","persen","6","bisnis-005"
"1052","kurikulum","9","edukasi-001"
"1053","baru","4","edukasi-001"
"1054","sekolah","7","edukasi-001"
"1055","unggulan","8","edukasi-001"
"1056","saja","4","edukasi-001"
"1057","belum","5","edukasi-001"
"1058","tentu","5","edukasi-001"
"1059","siapmenanggapi","14","edukasi-001"
"1060","kurikulum","9","edukasi-001"
"1061","baru","4","edukasi-001"
"1062","yang","4","edukasi-001"
"1063","rencananya","10","edukasi-001"
"1064","tetap","5","edukasi-001"
"1065","akan","4","edukasi-001"
"1066","dilakukan","9","edukasi-001"
"1067","pada","4","edukasi-001"
"1068","juli","4","edukasi-001"
"1069","mendatang","9","edukasi-001"
"1070","para","4","edukasi-001"
"1071","anggota","7","edukasi-001"
"1072","legislatif","10","edukasi-001"
"1073","melakukan","9","edukasi-001"
"1074","rapat","5","edukasi-001"
"1075","dengar","6","edukasi-001"
"1076","pendapat","8","edukasi-001"
"1077","dengan","6","edukasi-001"
"1078","sejumlah","8","edukasi-001"
"1079","pihak","5","edukasi-001"
"1080","salah","5","edukasi-001"
"1081","satunya","7","edukasi-001"
"1082","adalah","6","edukasi-001"
"1083","federasi","8","edukasi-001"
"1084","serikat","7","edukasi-001"
"1085","guru","4","edukasi-001"
"1086","indonesia","9","edukasi-001"
"1087","fsgi","4","edukasi-001"
"1088","majelis","7","edukasi-001"
"1089","pendidikan","10","edukasi-001"
"1090","kristen","7","edukasi-001"
"1091","dari","4","edukasi-001"
"1092","rapat","5","edukasi-001"
"1093","dengar","6","edukasi-001"
"1094","terlihat","8","edukasi-001"
"1095","bahwa","5","edukasi-001"
"1096","guru","4","edukasi-001"
"1097","masih","5","edukasi-001"
"1098","belum","5","edukasi-001"
"1099","siap","4","edukasi-001"
"1100","mengimplementasikan","19","edukasi-001"
"1101","kurikulum","9","edukasi-001"
"1102","baru","4","edukasi-001"
"1103","anggota","7","edukasi-001"
"1104","komisi","6","edukasi-001"
"1105","dpr","3","edukasi-001"
"1106","dari","4","edukasi-001"
"1107","fraksi","6","edukasi-001"
"1108","partai","6","edukasi-001"
"1109","persatuan","9","edukasi-001"
"1110","pembangunan","11","edukasi-001"
"1111","reni","4","edukasi-001"
"1112","marlinawati","11","edukasi-001"
"1113","mengatakan","10","edukasi-001"
"1114","bahwa","5","edukasi-001"
"1115","banyak","6","edukasi-001"
"1116","guru","4","edukasi-001"
"1117","mengaku","7","edukasi-001"
"1118","tidak","5","edukasi-001"
"1119","siap","4","edukasi-001"
"1120","dengan","6","edukasi-001"
"1121","implementasi","12","edukasi-001"
"1122","kurikulum","9","edukasi-001"
"1123","baru","4","edukasi-001"
"1124","pasalnya","8","edukasi-001"
"1125","kondisi","7","edukasi-001"
"1126","guru","4","edukasi-001"
"1127","daerah","6","edukasi-001"
"1128","juga","4","edukasi-001"
"1129","sangat","6","edukasi-001"
"1130","memprihatinkan","14","edukasi-001"
"1131","tidak","5","edukasi-001"
"1132","memliki","7","edukasi-001"
"1133","fasilitas","9","edukasi-001"
"1134","memadai","7","edukasi-001"
"1135","saya","4","edukasi-001"
"1136","blusukan","8","edukasi-001"
"1137","perbatasan","10","edukasi-001"
"1138","jabar","5","edukasi-001"
"1139","banten","6","edukasi-001"
"1140","sana","4","edukasi-001"
"1141","guru","4","edukasi-001"
"1142","sangat","6","edukasi-001"
"1143","memprihatinkan","14","edukasi-001"
"1144","begitu","6","edukasi-001"
"1145","pula","4","edukasi-001"
"1146","fasilitasnya","12","edukasi-001"
"1147","yang","4","edukasi-001"
"1148","daerah","6","edukasi-001"
"1149","kota","4","edukasi-001"
"1150","saja","4","edukasi-001"
"1151","sekolah","7","edukasi-001"
"1152","unggulan","8","edukasi-001"
"1153","belum","5","edukasi-001"
"1154","siap","4","edukasi-001"
"1155","hadapi","6","edukasi-001"
"1156","kurikulum","9","edukasi-001"
"1157","baru","4","edukasi-001"
"1158","kata","4","edukasi-001"
"1159","reni","4","edukasi-001"
"1160","saat","4","edukasi-001"
"1161","rapat","5","edukasi-001"
"1162","dengar","6","edukasi-001"
"1163","pendapat","8","edukasi-001"
"1164","dengan","6","edukasi-001"
"1165","federasi","8","edukasi-001"
"1166","serikat","7","edukasi-001"
"1167","guru","4","edukasi-001"
"1168","indonesia","9","edukasi-001"
"1169","fsgi","4","edukasi-001"
"1170","majelis","7","edukasi-001"
"1171","pendidikan","10","edukasi-001"
"1172","kristen","7","edukasi-001"
"1173","ruang","5","edukasi-001"
"1174","rapat","5","edukasi-001"
"1175","komisi","6","edukasi-001"
"1176","ri","2","edukasi-001"
"1177","jakarta","7","edukasi-001"
"1178","senin","5","edukasi-001"
"1179","juga","4","edukasi-001"
"1180","menambahkan","11","edukasi-001"
"1181","dari","4","edukasi-001"
"1182","juta","4","edukasi-001"
"1183","guru","4","edukasi-001"
"1184","hanya","5","edukasi-001"
"1185","sekitar","7","edukasi-001"
"1186","juta","4","edukasi-001"
"1187","guru","4","edukasi-001"
"1188","saja","4","edukasi-001"
"1189","yang","4","edukasi-001"
"1190","sudah","5","edukasi-001"
"1191","disertifikasi","13","edukasi-001"
"1192","tentu","5","edukasi-001"
"1193","akan","4","edukasi-001"
"1194","menjadi","7","edukasi-001"
"1195","kendala","7","edukasi-001"
"1196","dalam","5","edukasi-001"
"1197","implementasi","12","edukasi-001"
"1198","kurikulum","9","edukasi-001"
"1199","baru","4","edukasi-001"
"1200","meski","5","edukasi-001"
"1201","dijanjikan","10","edukasi-001"
"1202","akan","4","edukasi-001"
"1203","dilakukan","9","edukasi-001"
"1204","pelatihan","9","edukasi-001"
"1205","guru","4","edukasi-001"
"1206","dalam","5","edukasi-001"
"1207","waktu","5","edukasi-001"
"1208","singkat","7","edukasi-001"
"1209","enam","4","edukasi-001"
"1210","bulan","5","edukasi-001"
"1211","dengan","6","edukasi-001"
"1212","metode","6","edukasi-001"
"1213","master","6","edukasi-001"
"1214","teacher","7","edukasi-001"
"1215","disertifikasi","13","edukasi-001"
"1216","saja","4","edukasi-001"
"1217","belum","5","edukasi-001"
"1218","sudah","5","edukasi-001"
"1219","dihadapkan","10","edukasi-001"
"1220","pada","4","edukasi-001"
"1221","implementasi","12","edukasi-001"
"1222","kurikulum","9","edukasi-001"
"1223","baru","4","edukasi-001"
"1224","bagaimana","9","edukasi-001"
"1225","siap","4","edukasi-001"
"1226","ujar","4","edukasi-001"
"1227","reni","4","edukasi-001"
"1228","dalam","5","edukasi-001"
"1229","kesempatan","10","edukasi-001"
"1230","yang","4","edukasi-001"
"1231","sama","4","edukasi-001"
"1232","sekretaris","10","edukasi-001"
"1233","jenderal","8","edukasi-001"
"1234","fsgi","4","edukasi-001"
"1235","retno","5","edukasi-001"
"1236","listyari","8","edukasi-001"
"1237","mengatakan","10","edukasi-001"
"1238","bahwa","5","edukasi-001"
"1239","guru","4","edukasi-001"
"1240","memang","6","edukasi-001"
"1241","harus","5","edukasi-001"
"1242","dilatih","7","edukasi-001"
"1243","dididik","7","edukasi-001"
"1244","agar","4","edukasi-001"
"1245","berkualitas","11","edukasi-001"
"1246","pelatihan","9","edukasi-001"
"1247","juga","4","edukasi-001"
"1248","sebaiknya","9","edukasi-001"
"1249","dilakukan","9","edukasi-001"
"1250","bukan","5","edukasi-001"
"1251","karena","6","edukasi-001"
"1252","perubahan","9","edukasi-001"
"1253","kurikulum","9","edukasi-001"
"1254","seperti","7","edukasi-001"
"1255","saja","4","edukasi-001"
"1256","kalau","5","edukasi-001"
"1257","kualitas","8","edukasi-001"
"1258","guru","4","edukasi-001"
"1259","rendah","6","edukasi-001"
"1260","kenapa","6","edukasi-001"
"1261","kurikulum","9","edukasi-001"
"1262","yang","4","edukasi-001"
"1263","diubah","6","edukasi-001"
"1264","untuk","5","edukasi-001"
"1265","kami","4","edukasi-001"
"1266","mendorong","9","edukasi-001"
"1267","untuk","5","edukasi-001"
"1268","mendesak","8","edukasi-001"
"1269","pemerintah","10","edukasi-001"
"1270","untuk","5","edukasi-001"
"1271","membenahi","9","edukasi-001"
"1272","kualitas","8","edukasi-001"
"1273","guru","4","edukasi-001"
"1274","bukan","5","edukasi-001"
"1275","hanya","5","edukasi-001"
"1276","sekadar","7","edukasi-001"
"1277","mengganti","9","edukasi-001"
"1278","kurikulum","9","edukasi-001"
"1279","tandasnya","9","edukasi-001"
"1280","orangtua","8","edukasi-002"
"1281","masih","5","edukasi-002"
"1282","harus","5","edukasi-002"
"1283","bayar","5","edukasi-002"
"1284","pungutan","8","edukasi-002"
"1285","rsbi","4","edukasi-002"
"1286","atau","4","edukasi-002"
"1287","tidak","5","edukasi-002"
"1288","jakarta","7","edukasi-002"
"1289","kompas","6","edukasi-002"
"1290","pascaputusan","12","edukasi-002"
"1291","mahkamah","8","edukasi-002"
"1292","konstitusi","10","edukasi-002"
"1293","terkait","7","edukasi-002"
"1294","status","6","edukasi-002"
"1295","rintisan","8","edukasi-002"
"1296","sekolah","7","edukasi-002"
"1297","bertaraf","8","edukasi-002"
"1298","internasional","13","edukasi-002"
"1299","rsbi","4","edukasi-002"
"1300","masalah","7","edukasi-002"
"1301","pungutan","8","edukasi-002"
"1302","pada","4","edukasi-002"
"1303","sekolah","7","edukasi-002"
"1304","terus","5","edukasi-002"
"1305","mendapat","8","edukasi-002"
"1306","sorotan","7","edukasi-002"
"1307","tak","3","edukasi-002"
"1308","henti","5","edukasi-002"
"1309","dipertanyakan","13","edukasi-002"
"1310","oleh","4","edukasi-002"
"1311","banyak","6","edukasi-002"
"1312","pihak","5","edukasi-002"
"1313","pemerintah","10","edukasi-002"
"1314","dinilai","7","edukasi-002"
"1315","tegas","5","edukasi-002"
"1316","terkait","7","edukasi-002"
"1317","masalah","7","edukasi-002"
"1318","masih","5","edukasi-002"
"1319","berlaku","7","edukasi-002"
"1320","atau","4","edukasi-002"
"1321","tidaknya","8","edukasi-002"
"1322","pungutan","8","edukasi-002"
"1323","sekolah","7","edukasi-002"
"1324","eks-rsbi","8","edukasi-002"
"1325","pascaputusan","12","edukasi-002"
"1326","orangtua","8","edukasi-002"
"1327","murid","5","edukasi-002"
"1328","siswa","5","edukasi-002"
"1329","kelas","5","edukasi-002"
"1330","siswa","5","edukasi-002"
"1331","negeri","6","edukasi-002"
"1332","cikini","6","edukasi-002"
"1333","mila","4","edukasi-002"
"1334","mengatakan","10","edukasi-002"
"1335","bahwa","5","edukasi-002"
"1336","banyak","6","edukasi-002"
"1337","orangtua","8","edukasi-002"
"1338","murid","5","edukasi-002"
"1339","yang","4","edukasi-002"
"1340","bingung","7","edukasi-002"
"1341","apakah","6","edukasi-002"
"1342","pungutan","8","edukasi-002"
"1343","bulanan","7","edukasi-002"
"1344","masih","5","edukasi-002"
"1345","berlaku","7","edukasi-002"
"1346","setelah","7","edukasi-002"
"1347","adanya","6","edukasi-002"
"1348","putusan","7","edukasi-002"
"1349","kebingungan","11","edukasi-002"
