"id","input","output","process_time","issue","source"
"517","pemberian","rian","0.00612",,"bisnis-002"
"518","kredit","kredit","0.00369",,"bisnis-002"
"519","atau","atau","0.00294",,"bisnis-002"
"520","pembiayaan","biaya","0.01427",,"bisnis-002"
"521","usaha","usaha","0.00197",,"bisnis-002"
"522","kecil","kecil","0.00185",,"bisnis-002"
"523","mikro","mikro","0.00186",,"bisnis-002"
"524","menengah","tengah","0.00397",,"bisnis-002"
"525","umkm","umkm","0.00381","lemma_not_found","bisnis-002"
"526","oleh","oleh","0.00316",,"bisnis-002"
"527","bank","bank","0.00340",,"bisnis-002"
"528","umum","umum","0.00327",,"bisnis-002"
"529","perluasan","luas","0.00278",,"bisnis-002"
"530","akses","akses","0.00183",,"bisnis-002"
"531","layanan","layan","0.00259",,"bisnis-002"
"532","keuangan","uang","0.00205",,"bisnis-002"
"533","melalui","lalu","0.01184",,"bisnis-002"
"534","branchless","branchless","0.00260","lemma_not_found","bisnis-002"
"535","banking","banking","0.00401","lemma_not_found","bisnis-002"
"536","aturan","atur","0.00383",,"bisnis-003"
"537","uang","uang","0.00292",,"bisnis-003"
"538","muka","muka","0.00310",,"bisnis-003"
"539","dan","dan","0.00334",,"bisnis-003"
"540","syariah","syariah","0.00325",,"bisnis-003"
"541","jumat","Jumat","0.00322",,"bisnis-003"
"542","november","November","0.00316",,"bisnis-003"
"543","bank","bank","0.00300",,"bisnis-003"
"544","indonesia","Indonesia","0.00334",,"bisnis-003"
"545","telah","telah","0.00333",,"bisnis-003"
"546","merilis","rilis","0.01331",,"bisnis-003"
"547","aturan","atur","0.01364",,"bisnis-003"
"548","tentang","tentang","0.00282",,"bisnis-003"
"549","uang","uang","0.00201",,"bisnis-003"
"550","muka","muka","0.00210",,"bisnis-003"
"551","pada","pada","0.01283",,"bisnis-003"
"552","kredit","kredit","0.01187",,"bisnis-003"
"553","pemilikan","milik","0.00597",,"bisnis-003"
"554","rumah","rumah","0.00310",,"bisnis-003"
"555","perbankan","ban","0.00461",,"bisnis-003"
"556","syariah","syariah","0.00330",,"bisnis-003"
"557","aturan","atur","0.00384",,"bisnis-003"
"558","finance","finance","0.00392","lemma_not_found","bisnis-003"
"559","value","value","0.01323","lemma_not_found","bisnis-003"
"560","perbankan","ban","0.00449",,"bisnis-003"
"561","syariah","syariah","0.00315",,"bisnis-003"
"562","sama","sama","0.00298",,"bisnis-003"
"563","dengan","dengan","0.00308",,"bisnis-003"
"564","regulasi","regulasi","0.00415",,"bisnis-003"
"565","perbankan","ban","0.00267",,"bisnis-003"
"566","konvensional","konvensional","0.00179",,"bisnis-003"
"567","direktur","direktur","0.00177",,"bisnis-003"
"568","eksekutif","eksekutif","0.00364",,"bisnis-003"
"569","direktorat","direktorat","0.00360",,"bisnis-003"
"570","perbankan","ban","0.00531",,"bisnis-003"
"571","syariah","syariah","0.00325",,"bisnis-003"
"572","bank","bank","0.00325",,"bisnis-003"
"573","indonesia","Indonesia","0.00362",,"bisnis-003"
"574","setiadi","setiadi","0.00797","lemma_not_found","bisnis-003"
"575","menjelaskan","jelas","0.00507",,"bisnis-003"
"576","aturan","atur","0.00394",,"bisnis-003"
"577","untuk","untuk","0.00353",,"bisnis-003"
"578","pembiayaan","biaya","0.00514",,"bisnis-003"
"579","pemilikan","milik","0.00576",,"bisnis-003"
"580","rumah","rumah","0.00307",,"bisnis-003"
"581","tipe","tipe","0.00322",,"bisnis-003"
"582","atas","atas","0.00312",,"bisnis-003"
"583","paling","paling","0.00311",,"bisnis-003"
"584","tinggi","tinggi","0.00312",,"bisnis-003"
"585","persen","persen","0.00316",,"bisnis-003"
"586","dengan","dengan","0.00321",,"bisnis-003"
"587","akad","akad","0.00352",,"bisnis-003"
"588","murabahah","murabahah","0.00600","lemma_not_found","bisnis-003"
"589","kata","kata","0.00132",,"bisnis-003"
"590","saat","saat","0.00115",,"bisnis-003"
"591","konferensi","konferensi","0.00209",,"bisnis-003"
"592","pers","pers","0.00188",,"bisnis-003"
"593","bankers","bankers","0.00221","lemma_not_found","bisnis-003"
"594","dinner","dinner","0.00313","lemma_not_found","bisnis-003"
"595","gedung","gedung","0.00181",,"bisnis-003"
"596","bank","bank","0.00176",,"bisnis-003"
"597","indonesia","Indonesia","0.00335",,"bisnis-003"
"598","jakarta","jakarta","0.00411","lemma_not_found","bisnis-003"
"599","jumat","Jumat","0.00316",,"bisnis-003"
"600","menurut","turut","0.00385",,"bisnis-003"
"601","aturan","atur","0.00391",,"bisnis-003"
"602","itu","itu","0.00326",,"bisnis-003"
"603","tidak","tidak","0.00297",,"bisnis-003"
"604","termasuk","masuk","0.00463",,"bisnis-003"
"605","untuk","untuk","0.01336",,"bisnis-003"
"606","subsidi","subsidi","0.00307",,"bisnis-003"
"607","pemerintah","perintah","0.00465",,"bisnis-003"
"608","namun","namun","0.00292",,"bisnis-003"
"609","untuk","untuk","0.00322",,"bisnis-003"
"610","pembiayaan","biaya","0.00499",,"bisnis-003"
"611","kepemilikan","kepemilikan","0.01155","lemma_not_found","bisnis-003"
"612","rumah","rumah","0.00333",,"bisnis-003"
"613","dengan","dengan","0.00337",,"bisnis-003"
"614","akad","akad","0.00304",,"bisnis-003"
"615","musyarakah","musyarakah","0.00348",,"bisnis-003"
"616","mutanaqisah","mutanaqisah","0.00447","lemma_not_found","bisnis-003"
"617","akad","akad","0.01146",,"bisnis-003"
"618","ijarah","ijarah","0.00317",,"bisnis-003"
"619","muntahiyah","muntahiyah","0.00220","lemma_not_found","bisnis-003"
"620","bittamlik","bittamlik","0.00180","lemma_not_found","bisnis-003"
"621","paling","paling","0.00151",,"bisnis-003"
"622","tinggi","tinggi","0.00126",,"bisnis-003"
"623","persen","persen","0.00138",,"bisnis-003"
"624","artinya","arti","0.00157",,"bisnis-003"
"625","bank","bank","0.00119",,"bisnis-003"
"626","hanya","hanya","0.00319",,"bisnis-003"
"627","menanggung","tanggung","0.01287",,"bisnis-003"
"628","maksimal","maksimal","0.00334",,"bisnis-003"
"629","persen","persen","0.00301",,"bisnis-003"
"630","dari","dari","0.00294",,"bisnis-003"
"631","total","total","0.00293",,"bisnis-003"
"632","pembiayaan","biaya","0.00512",,"bisnis-003"
"633","rumah","rumah","0.00312",,"bisnis-003"
"634","dari","dari","0.00292",,"bisnis-003"
"635","nasabah","nasabah","0.00298",,"bisnis-003"
"636","sehingga","sehingga","0.00318",,"bisnis-003"
"637","sisanya","sisa","0.00408",,"bisnis-003"
"638","harus","harus","0.01249",,"bisnis-003"
"639","disediakan","dia","0.00727",,"bisnis-003"
"640","oleh","oleh","0.00296",,"bisnis-003"
"641","nasabah","nasabah","0.00314",,"bisnis-003"
"642","sendiri","sendiri","0.00305",,"bisnis-003"
"643","akan","akan","0.00308",,"bisnis-003"
"644","meminimalisasi","meminimalisasi","0.01228","lemma_not_found","bisnis-003"
"645","risiko","risiko","0.00306",,"bisnis-003"
"646","dari","dari","0.00296",,"bisnis-003"
"647","nasabah","nasabah","0.00333",,"bisnis-003"
"648","tambahnya","tambah","0.00397",,"bisnis-003"
"649","sementara","sementara","0.00344",,"bisnis-003"
"650","untuk","untuk","0.00311",,"bisnis-003"
"651","uang","uang","0.00304",,"bisnis-003"
"652","muka","muka","0.00375",,"bisnis-003"
"653","down","down","0.00274","lemma_not_found","bisnis-003"
"654","payment","payment","0.00378","lemma_not_found","bisnis-003"
"655","kredit","kredit","0.00282",,"bisnis-003"
"656","atau","atau","0.00204",,"bisnis-003"
"657","pembiayaan","biaya","0.00349",,"bisnis-003"
"658","kendaraan","kendara","0.00418",,"bisnis-003"
"659","bermotor","motor","0.00389",,"bisnis-003"
"660","sedikitnya","sedikit","0.00384",,"bisnis-003"
"661","persen","persen","0.00327",,"bisnis-003"
"662","untuk","untuk","0.00122",,"bisnis-003"
"663","pembelian","belian","0.00177",,"bisnis-003"
"664","kendaraan","kendara","0.01182",,"bisnis-003"
"665","roda","roda","0.00344",,"bisnis-003"
"666","atau","atau","0.00195",,"bisnis-003"
"667","tiga","tiga","0.00248",,"bisnis-003"
"668","sementara","sementara","0.00218",,"bisnis-003"
"669","uang","uang","0.00200",,"bisnis-003"
"670","muka","muka","0.00202",,"bisnis-003"
"671","untuk","untuk","0.00225",,"bisnis-003"
"672","kendaraan","kendara","0.00507",,"bisnis-003"
"673","roda","roda","0.00342",,"bisnis-003"
"674","empat","empat","0.00322",,"bisnis-003"
"675","untuk","untuk","0.00355",,"bisnis-003"
"676","keperluan","perlu","0.00554",,"bisnis-003"
"677","produktif","produktif","0.00321",,"bisnis-003"
"678","sedikitnya","sedikit","0.00410",,"bisnis-003"
"679","harus","harus","0.00328",,"bisnis-003"
"680","persen","persen","0.00335",,"bisnis-003"
"681","dari","dari","0.00391",,"bisnis-003"
"682","pembiayaan","biaya","0.00621",,"bisnis-003"
"683","sisi","sisi","0.00341",,"bisnis-003"
"684","lain","lain","0.00288",,"bisnis-003"
"685","masih","masih","0.00188",,"bisnis-003"
"686","memperbolehkan","boleh","0.00243",,"bisnis-003"
"687","uang","uang","0.00128",,"bisnis-003"
"688","muka","muka","0.00122",,"bisnis-003"
"689","sebesar","besar","0.00260",,"bisnis-003"
"690","persen","persen","0.00302",,"bisnis-003"
"691","untuk","untuk","0.00312",,"bisnis-003"
"692","pembelian","belian","0.00452",,"bisnis-003"
"693","kendaraan","kendara","0.00431",,"bisnis-003"
"694","bermotor","motor","0.00385",,"bisnis-003"
"695","roda","roda","0.00306",,"bisnis-003"
"696","empat","empat","0.00316",,"bisnis-003"
"697","atau","atau","0.01198",,"bisnis-003"
"698","lebih","lebih","0.00311",,"bisnis-003"
"699","untuk","untuk","0.00205",,"bisnis-003"
"700","keperluan","perlu","0.00350",,"bisnis-003"
"701","produktif","produktif","0.00205",,"bisnis-003"
"702","namun","namun","0.00304",,"bisnis-003"
"703","dengan","dengan","0.00346",,"bisnis-003"
"704","syarat-syarat","syarat","0.00313",,"bisnis-003"
"705","tertentu","tentu","0.00407",,"bisnis-003"
"706","jelasnya","jelas","0.00390",,"bisnis-003"
"707","syarat-syarat","syarat","0.00314",,"bisnis-003"
"708","antara","antara","0.00346",,"bisnis-003"
"709","lain","lain","0.00307",,"bisnis-003"
"710","kendaraan","kendara","0.00465",,"bisnis-003"
"711","tersebut","sebut","0.00408",,"bisnis-003"
"712","untuk","untuk","0.00362",,"bisnis-003"
"713","angkutan","angkut","0.00454",,"bisnis-003"
"714","orang","orang","0.00188",,"bisnis-003"
"715","atau","atau","0.00292",,"bisnis-003"
"716","barang","barang","0.00399",,"bisnis-003"
"717","yang","yang","0.01099",,"bisnis-003"
"718","memiliki","milik","0.00368",,"bisnis-003"
"719","izin","izin","0.00188",,"bisnis-003"
"720","dikeluarkan","keluar","0.00529",,"bisnis-003"
"721","oleh","oleh","0.00297",,"bisnis-003"
"722","pihak","pihak","0.00299",,"bisnis-003"
"723","berwenang","wenang","0.00380",,"bisnis-003"
"724","untuk","untuk","0.00314",,"bisnis-003"
"725","melakukan","laku","0.00360",,"bisnis-003"
"726","kegiatan","giat","0.00288",,"bisnis-003"
"727","usaha","usaha","0.00191",,"bisnis-003"
"728","tertentu","tentu","0.01161",,"bisnis-003"
"729","selain","selain","0.00130",,"bisnis-003"
"730","kendaraan","kendara","0.01151",,"bisnis-003"
"731","tersebut","sebut","0.00161",,"bisnis-003"
"732","diajukan","aju","0.00205",,"bisnis-003"
"733","secara","cara","0.00155",,"bisnis-003"
"734","perorangan","orang","0.00229",,"bisnis-003"
"735","atau","atau","0.00118",,"bisnis-003"
"736","badan","badan","0.00286",,"bisnis-003"
"737","hukum","hukum","0.00190",,"bisnis-003"
"738","yang","yang","0.00190",,"bisnis-003"
"739","memiliki","milik","0.00336",,"bisnis-003"
"740","izin","izin","0.00186",,"bisnis-003"
"741","usaha","usaha","0.01229",,"bisnis-003"
"742","tertentu","tentu","0.00423",,"bisnis-003"
"743","yang","yang","0.00314",,"bisnis-003"
"744","dikeluarkan","keluar","0.00525",,"bisnis-003"
"745","oleh","oleh","0.00330",,"bisnis-003"
"746","pihak","pihak","0.00308",,"bisnis-003"
"747","berwenang","wenang","0.00408",,"bisnis-003"
"748","digunakan","guna","0.00591",,"bisnis-003"
"749","untuk","untuk","0.00327",,"bisnis-003"
"750","mendukun","dukun","0.00253",,"bisnis-003"
"751","ekonomi","ekonomi","0.00230",,"bisnis-004"
"752","tumbuh","tumbuh","0.00183",,"bisnis-004"
"753","tapi","tapi","0.00329",,"bisnis-004"
"754","belum","belum","0.00189",,"bisnis-004"
"755","optimal","optimal","0.00196",,"bisnis-004"
"756","jumat","Jumat","0.00184",,"bisnis-004"
"757","november","November","0.00183",,"bisnis-004"
"758","bank","bank","0.00293",,"bisnis-004"
"759","indonesia","Indonesia","0.00351",,"bisnis-004"
"760","menilai","nilai","0.00494",,"bisnis-004"
"761","pertumbuhan","tumbuh","0.00546",,"bisnis-004"
"762","ekonomi","ekonomi","0.00374",,"bisnis-004"
"763","indonesia","Indonesia","0.01275",,"bisnis-004"
"764","sudah","sudah","0.00361",,"bisnis-004"
"765","lebih","lebih","0.00307",,"bisnis-004"
"766","tinggi","tinggi","0.00304",,"bisnis-004"
"767","dibanding","banding","0.00375",,"bisnis-004"
"768","negara","negara","0.00351",,"bisnis-004"
"769","lain","lain","0.00334",,"bisnis-004"
"770","namun","namun","0.00295",,"bisnis-004"
"771","pertumbuhan","tumbuh","0.00550",,"bisnis-004"
"772","tersebut","sebut","0.00424",,"bisnis-004"
"773","masih","masih","0.00296",,"bisnis-004"
"774","dinilai","nilai","0.00405",,"bisnis-004"
"775","belum","belum","0.00307",,"bisnis-004"
"776","optimal","optimal","0.00326",,"bisnis-004"
"777","direktur","direktur","0.00302",,"bisnis-004"
"778","eksekutif","eksekutif","0.00337",,"bisnis-004"
"779","penelitian","teliti","0.00653",,"bisnis-004"
"780","pengaturan","atur","0.00383",,"bisnis-004"
"781","perbankan","ban","0.00495",,"bisnis-004"
"782","mulya","mulya","0.00245","lemma_not_found","bisnis-004"
"783","siregar","siregar","0.00423","lemma_not_found","bisnis-004"
"784","menjelaskan","jelas","0.00561",,"bisnis-004"
"785","pertumbuhan","tumbuh","0.01284",,"bisnis-004"
"786","ekonomi","ekonomi","0.00132",,"bisnis-004"
"787","indonesia","Indonesia","0.00144",,"bisnis-004"
"788","pada","pada","0.00303",,"bisnis-004"
"789","kuartal","kuartal","0.00297",,"bisnis-004"
"790","telah","telah","0.00277",,"bisnis-004"
"791","naik","naik","0.00310",,"bisnis-004"
"792","persen","persen","0.00301",,"bisnis-004"
"793","lebih","lebih","0.00302",,"bisnis-004"
"794","rendah","rendah","0.00308",,"bisnis-004"
"795","dari","dari","0.00301",,"bisnis-004"
"796","target","target","0.00328",,"bisnis-004"
"797","semula","mula","0.00253",,"bisnis-004"
"798","persen","persen","0.00199",,"bisnis-004"
"799","namun","namun","0.00346",,"bisnis-004"
"800","pertumbuhan","tumbuh","0.00489",,"bisnis-004"
"801","masih","masih","0.00323",,"bisnis-004"
"802","belum","belum","0.00303",,"bisnis-004"
"803","optimal","optimal","0.00314",,"bisnis-004"
"804","dengan","dengan","0.00296",,"bisnis-004"
"805","indikasi","indikasi","0.00319",,"bisnis-004"
"806","sektor","sektor","0.00313",,"bisnis-004"
"807","keuangan","uang","0.00528",,"bisnis-004"
"808","belum","belum","0.00297",,"bisnis-004"
"809","terjadi","jadi","0.00388",,"bisnis-004"
"810","efisiensi","efisiensi","0.00321",,"bisnis-004"
"811","secara","cara","0.00394",,"bisnis-004"
"812","maksimal","maksimal","0.00363",,"bisnis-004"
"813","kata","kata","0.00350",,"bisnis-004"
"814","mulya","mulya","0.00415","lemma_not_found","bisnis-004"
"815","saat","saat","0.00339",,"bisnis-004"
"816","konferensi","konferensi","0.00352",,"bisnis-004"
"817","pers","pers","0.00211",,"bisnis-004"
"818","bankers","bankers","0.00298","lemma_not_found","bisnis-004"
"819","dinner","dinner","0.00367","lemma_not_found","bisnis-004"
"820","gedung","gedung","0.00191",,"bisnis-004"
"821","bank","bank","0.00208",,"bisnis-004"
"822","indonesia","Indonesia","0.00223",,"bisnis-004"
"823","jakarta","jakarta","0.00416","lemma_not_found","bisnis-004"
"824","jumat","Jumat","0.00308",,"bisnis-004"
"825","menurut","turut","0.00386",,"bisnis-004"
"826","mulya","mulya","0.00376","lemma_not_found","bisnis-004"
"827","sektor","sektor","0.00297",,"bisnis-004"
"828","keuangan","uang","0.00361",,"bisnis-004"
"829","masyarakat","masyarakat","0.00363",,"bisnis-004"
"830","indonesia","Indonesia","0.00330",,"bisnis-004"
"831","secara","cara","0.00247",,"bisnis-004"
"832","umum","umum","0.00194",,"bisnis-004"
"833","akan","akan","0.00192",,"bisnis-004"
"834","menghadapi","hadap","0.00318",,"bisnis-004"
"835","masyarakat","masyarakat","0.00134",,"bisnis-004"
"836","ekonomi","ekonomi","0.00332",,"bisnis-004"
"837","asean","ase","0.00390",,"bisnis-004"
"838","pada","pada","0.00309",,"bisnis-004"
"839","integrasi","integrasi","0.00364",,"bisnis-004"
"840","sektor","sektor","0.00321",,"bisnis-004"
"841","keuangan","uang","0.00479",,"bisnis-004"
"842","untuk","untuk","0.00314",,"bisnis-004"
"843","menyambut","sambut","0.00471",,"bisnis-004"
"844","hal","hal","0.00303",,"bisnis-004"
"845","tersebut","sebut","0.00413",,"bisnis-004"
"846","sektor","sektor","0.00335",,"bisnis-004"
"847","keuangan","uang","0.00179",,"bisnis-004"
"848","harus","harus","0.00121",,"bisnis-004"
"849","bisa","bisa","0.00129",,"bisnis-004"
"850","bersaing","saing","0.00162",,"bisnis-004"
"851","tingkat","tingkat","0.00136",,"bisnis-004"
"852","regional","regional","0.00135",,"bisnis-004"
"853","global","global","0.00128",,"bisnis-004"
"854","salah","salah","0.00292",,"bisnis-004"
"855","satu","satu","0.00301",,"bisnis-004"
"856","pekerjaan","pekerjaan","0.00634","lemma_not_found","bisnis-004"
"857","rumah","rumah","0.00300",,"bisnis-004"
"858","yang","yang","0.00300",,"bisnis-004"
"859","harus","harus","0.00304",,"bisnis-004"
"860","segera","segera","0.00296",,"bisnis-004"
"861","diselesaikan","selesai","0.01013",,"bisnis-004"
"862","adalah","adalah","0.00304",,"bisnis-004"
"863","menyiapkan","siap","0.01769",,"bisnis-004"
"864","industri","industri","0.00322",,"bisnis-004"
"865","sektor","sektor","0.00304",,"bisnis-004"
"866","keuangan","uang","0.00481",,"bisnis-004"
"867","agar","agar","0.00297",,"bisnis-004"
"868","bisa","bisa","0.00317",,"bisnis-004"
"869","bersaing","saing","0.00408",,"bisnis-004"
"870","regional","regional","0.00373",,"bisnis-004"
"871","maupun","maupun","0.00328",,"bisnis-004"
"872","global","global","0.00357",,"bisnis-004"
"873","memang","memang","0.00323",,"bisnis-004"
"874","kuncinya","kunci","0.00409",,"bisnis-004"
"875","adalah","adalah","0.00324",,"bisnis-004"
"876","efisiensi","efisiensi","0.00349",,"bisnis-004"
"877","katanya","kata","0.00428",,"bisnis-004"
"878","apalagi","apalagi","0.00389",,"bisnis-004"
"879","kondisi","kondisi","0.00353",,"bisnis-004"
"880","perekonomian","ekonomi","0.00715",,"bisnis-004"
"881","global","global","0.00132",,"bisnis-004"
"882","saat","saat","0.00141",,"bisnis-004"
"883","masih","masih","0.00131",,"bisnis-004"
"884","belum","belum","0.00125",,"bisnis-004"
"885","menentu","tentu","0.00157",,"bisnis-004"
"886","masih","masih","0.00330",,"bisnis-004"
"887","kemungkinan","mungkin","0.00460",,"bisnis-004"
"888","krisis","krisis","0.00304",,"bisnis-004"
"889","akan","akan","0.00342",,"bisnis-004"
"890","kembali","kembali","0.00313",,"bisnis-004"
"891","namun","namun","0.00308",,"bisnis-004"
"892","untuk","untuk","0.00355",,"bisnis-004"
"893","mengantisipasi","antisipasi","0.00338",,"bisnis-004"
"894","sektor","sektor","0.01223",,"bisnis-004"
"895","keuangan","uang","0.00536",,"bisnis-004"
"896","dinilai","nilai","0.00411",,"bisnis-004"
